ts_micro,frame,wheel
1646428829020,1,0.0
1646428829070,2,0.0
1646428829120,3,0.0
1646428829170,4,0.0
1646428829220,5,0.0
1646428829270,6,0.0
1646428829320,7,0.0
1646428829370,8,0.0
1646428829420,9,0.0
1646428829470,10,0.0
1646428829520,11,0.0
1646428829570,12,0.0
1646428829620,13,0.0
1646428829670,14,0.0
1646428829720,15,0.0
1646428829770,16,0.0
1646428829820,17,0.0
1646428829870,18,0.0
1646428829920,19,0.0
1646428829970,20,0.0
1646428830020,21,0.0
1646428830070,22,0.0
1646428830120,23,0.0
1646428830170,24,0.0
1646428830220,25,0.0
1646428830270,26,0.0
1646428830320,27,0.0
1646428830370,28,0.0
1646428830420,29,0.0
1646428830470,30,0.0
1646428830520,31,0.0
1646428830570,32,0.0
1646428830620,33,0.0
1646428830670,34,0.0
1646428830720,35,0.0
1646428830770,36,0.0
1646428830820,37,0.0
1646428830870,38,-0.5235987755982988
1646428830920,39,-0.5235987755982988
1646428830970,40,-0.5235987755982988
1646428831020,41,-0.5235987755982988
1646428831070,42,-0.5235987755982988
1646428831120,43,-0.5235987755982988
1646428831170,44,-0.5235987755982988
1646428831220,45,-0.5235987755982988
1646428831270,46,-0.5235987755982988
1646428831320,47,-0.5235987755982988
1646428831370,48,-0.5235987755982988
1646428831420,49,-0.5235987755982988
1646428831470,50,-0.5235987755982988
1646428831520,51,-0.5235987755982988
1646428831570,52,-0.5235987755982988
1646428831620,53,-0.5235987755982988
1646428831670,54,0.0
1646428831720,55,0.0
1646428831770,56,0.0
1646428831820,57,0.0
1646428831870,58,0.0
1646428831920,59,0.0
1646428831970,60,0.0
1646428832020,61,0.0
1646428832070,62,0.0
1646428832120,63,0.0
1646428832170,64,0.0
1646428832220,65,0.0
1646428832270,66,0.0
1646428832320,67,0.0
1646428832370,68,0.0
1646428832420,69,0.0
1646428832470,70,0.0
1646428832520,71,0.0
1646428832570,72,0.0
1646428832620,73,0.0
1646428832670,74,0.0
1646428832720,75,-0.5235987755982988
1646428832770,76,-0.5235987755982988
1646428832820,77,-0.5235987755982988
1646428832870,78,-0.5235987755982988
1646428832920,79,0.0
1646428832970,80,0.0
1646428833020,81,0.0
1646428833070,82,0.0
1646428833120,83,0.0
1646428833170,84,0.0
1646428833220,85,0.0
1646428833270,86,0.0
1646428833320,87,0.0
1646428833370,88,0.0
1646428833420,89,0.0
1646428833470,90,0.0
1646428833520,91,0.0
1646428833570,92,0.0
1646428833620,93,0.0
1646428833670,94,0.0
1646428833720,95,0.0
1646428833770,96,0.0
1646428833820,97,0.0
1646428833870,98,0.0
1646428833920,99,0.0
1646428833970,100,0.0
1646428834020,101,0.0
1646428834070,102,0.0
1646428834120,103,0.0
1646428834170,104,0.0
1646428834220,105,0.0
1646428834270,106,0.0
1646428834320,107,0.0
1646428834370,108,0.0
1646428834420,109,0.0
1646428834470,110,0.0
1646428834520,111,0.0
1646428834570,112,0.0
1646428834620,113,0.0
1646428834670,114,0.0
1646428834720,115,0.0
1646428834770,116,0.0
1646428834820,117,0.0
1646428834870,118,0.0
1646428834920,119,0.0
1646428834970,120,0.0
1646428835020,121,0.0
1646428835070,122,0.0
1646428835120,123,0.0
1646428835170,124,0.0
1646428835220,125,0.0
1646428835270,126,0.0
1646428835320,127,0.0
1646428835370,128,0.0
1646428835420,129,0.0
1646428835470,130,0.0
1646428835520,131,0.0
1646428835570,132,0.0
1646428835620,133,0.0
1646428835670,134,0.0
1646428835720,135,0.0
1646428835770,136,0.0
1646428835820,137,0.0
1646428835870,138,0.0
1646428835920,139,0.0
1646428835970,140,0.0
1646428836020,141,0.0
1646428836070,142,0.0
1646428836120,143,0.0
1646428836170,144,0.0
1646428836220,145,0.0
1646428836270,146,0.0
1646428836320,147,0.0
1646428836370,148,0.0
1646428836420,149,0.5235987755982988
1646428836470,150,0.0
1646428836520,151,0.0
1646428836570,152,0.0
1646428836620,153,0.0
1646428836670,154,0.0
1646428836720,155,0.0
1646428836770,156,0.0
1646428836820,157,-0.5235987755982988
1646428836870,158,-0.5235987755982988
1646428836920,159,-0.5235987755982988
1646428836970,160,-0.5235987755982988
1646428837020,161,0.0
1646428837070,162,0.0
1646428837120,163,0.0
1646428837170,164,0.0
1646428837220,165,0.0
1646428837270,166,0.0
1646428837320,167,0.0
1646428837370,168,0.0
1646428837420,169,0.0
1646428837470,170,0.0
1646428837520,171,0.0
1646428837570,172,0.0
1646428837620,173,0.0
1646428837670,174,0.0
1646428837720,175,0.0
1646428837770,176,0.0
1646428837820,177,0.0
1646428837870,178,0.0
1646428837920,179,0.0
1646428837970,180,0.0
1646428838020,181,0.0
1646428838070,182,0.0
1646428838120,183,0.0
1646428838170,184,0.0
1646428838220,185,0.0
1646428838270,186,0.0
1646428838320,187,0.0
1646428838370,188,0.0
1646428838420,189,0.0
1646428838470,190,0.0
1646428838520,191,0.0
1646428838570,192,0.0
1646428838620,193,0.0
1646428838670,194,0.0
1646428838720,195,0.0
1646428838770,196,0.0
1646428838820,197,-0.5235987755982988
1646428838870,198,-0.5235987755982988
1646428838920,199,-0.5235987755982988
1646428838970,200,-0.5235987755982988
1646428839020,201,-0.5235987755982988
1646428839070,202,-0.5235987755982988
1646428839120,203,-0.5235987755982988
1646428839170,204,0.0
1646428839220,205,0.0
1646428839270,206,0.0
1646428839320,207,0.0
1646428839370,208,0.0
1646428839420,209,0.0
1646428839470,210,0.0
1646428839520,211,0.0
1646428839570,212,0.0
1646428839620,213,0.0
1646428839670,214,0.0
1646428839720,215,0.0
1646428839770,216,0.0
1646428839820,217,0.0
1646428839870,218,0.0
1646428839920,219,0.0
1646428839970,220,0.0
