ts_micro,frame,wheel
1646428342249,1,0.0
1646428342299,2,0.0
1646428342349,3,0.0
1646428342399,4,0.0
1646428342449,5,0.0
1646428342499,6,0.0
1646428342549,7,0.0
1646428342599,8,0.0
1646428342649,9,0.0
1646428342699,10,0.0
1646428342749,11,0.0
1646428342799,12,0.0
1646428342849,13,0.0
1646428342899,14,0.0
1646428342949,15,0.0
1646428342999,16,0.0
1646428343049,17,0.0
1646428343099,18,0.0
1646428343149,19,0.0
1646428343199,20,0.0
1646428343249,21,0.0
1646428343299,22,0.0
1646428343349,23,0.0
1646428343399,24,0.0
1646428343449,25,0.0
1646428343499,26,0.0
1646428343549,27,0.0
1646428343599,28,0.0
1646428343649,29,0.0
1646428343699,30,0.0
1646428343749,31,0.0
1646428343799,32,0.0
1646428343849,33,0.0
1646428343899,34,0.0
1646428343949,35,0.0
1646428343999,36,0.0
1646428344049,37,0.0
1646428344099,38,0.0
1646428344149,39,0.0
1646428344199,40,0.0
1646428344249,41,0.0
1646428344299,42,0.0
1646428344349,43,0.0
1646428344399,44,0.0
1646428344449,45,0.0
1646428344499,46,0.0
1646428344549,47,-0.5235987755982988
1646428344599,48,-0.5235987755982988
1646428344649,49,-0.5235987755982988
1646428344699,50,-0.5235987755982988
1646428344749,51,-0.5235987755982988
1646428344799,52,0.0
1646428344849,53,0.0
1646428344899,54,0.0
1646428344949,55,0.0
1646428344999,56,0.0
1646428345049,57,0.0
1646428345099,58,0.0
1646428345149,59,0.0
1646428345199,60,0.0
1646428345249,61,0.0
1646428345299,62,0.0
1646428345349,63,0.0
1646428345399,64,-0.5235987755982988
1646428345449,65,-0.5235987755982988
1646428345499,66,-0.5235987755982988
1646428345549,67,-0.5235987755982988
1646428345599,68,0.0
1646428345649,69,0.0
1646428345699,70,0.0
1646428345749,71,0.0
1646428345799,72,0.0
1646428345849,73,0.0
1646428345899,74,0.0
1646428345949,75,0.0
1646428345999,76,0.0
1646428346049,77,0.0
1646428346099,78,0.0
1646428346149,79,0.0
1646428346199,80,0.0
1646428346249,81,0.0
1646428346299,82,0.0
1646428346349,83,0.0
1646428346399,84,0.0
1646428346449,85,0.0
1646428346499,86,0.0
1646428346549,87,0.0
1646428346599,88,0.0
1646428346649,89,0.0
1646428346699,90,0.0
1646428346749,91,0.0
1646428346799,92,0.0
1646428346849,93,0.0
1646428346899,94,0.0
1646428346949,95,0.0
1646428346999,96,0.0
1646428347049,97,0.0
1646428347099,98,0.0
1646428347149,99,0.0
1646428347199,100,0.0
1646428347249,101,0.0
1646428347299,102,-0.5235987755982988
1646428347349,103,-0.5235987755982988
1646428347399,104,-0.5235987755982988
1646428347449,105,0.0
1646428347499,106,0.0
1646428347549,107,0.0
1646428347599,108,0.0
1646428347649,109,0.0
1646428347699,110,0.0
1646428347749,111,0.0
1646428347799,112,0.0
1646428347849,113,0.0
1646428347899,114,0.0
1646428347949,115,0.0
1646428347999,116,0.0
1646428348049,117,0.0
1646428348099,118,0.0
1646428348149,119,0.0
1646428348199,120,0.0
1646428348249,121,0.5235987755982988
1646428348299,122,0.5235987755982988
1646428348349,123,0.5235987755982988
1646428348399,124,0.5235987755982988
1646428348449,125,0.0
1646428348499,126,0.0
1646428348549,127,0.0
1646428348599,128,0.0
1646428348649,129,0.0
1646428348699,130,0.0
1646428348749,131,0.0
1646428348799,132,0.0
1646428348849,133,0.0
1646428348899,134,0.0
1646428348949,135,0.0
1646428348999,136,0.0
1646428349049,137,0.0
1646428349099,138,0.0
1646428349149,139,0.0
1646428349199,140,-0.5235987755982988
1646428349249,141,-0.5235987755982988
