ts_micro,frame,wheel
1646428532321,1,0.0
1646428532371,2,0.0
1646428532421,3,0.0
1646428532471,4,0.0
1646428532521,5,0.0
1646428532571,6,0.0
1646428532621,7,0.0
1646428532671,8,0.0
1646428532721,9,0.0
1646428532771,10,0.0
1646428532821,11,0.0
1646428532871,12,0.0
1646428532921,13,0.0
1646428532971,14,0.0
1646428533021,15,0.0
1646428533071,16,0.0
1646428533121,17,0.0
1646428533171,18,0.0
1646428533221,19,0.0
1646428533271,20,0.0
1646428533321,21,0.0
1646428533371,22,0.0
1646428533421,23,0.0
1646428533471,24,0.0
1646428533521,25,0.0
1646428533571,26,0.0
1646428533621,27,0.0
1646428533671,28,0.0
1646428533721,29,0.0
1646428533771,30,0.0
1646428533821,31,0.0
1646428533871,32,0.0
1646428533921,33,0.0
1646428533971,34,0.0
1646428534021,35,0.0
1646428534071,36,0.0
1646428534121,37,0.0
1646428534171,38,0.0
1646428534221,39,0.0
1646428534271,40,0.0
1646428534321,41,0.0
1646428534371,42,0.0
1646428534421,43,0.0
1646428534471,44,0.0
1646428534521,45,0.0
1646428534571,46,0.0
1646428534621,47,0.0
1646428534671,48,0.0
1646428534721,49,0.0
1646428534771,50,0.0
1646428534821,51,0.0
1646428534871,52,0.0
1646428534921,53,0.0
1646428534971,54,0.0
1646428535021,55,0.0
1646428535071,56,0.0
1646428535121,57,0.0
1646428535171,58,0.0
1646428535221,59,0.0
1646428535271,60,0.0
1646428535321,61,0.0
1646428535371,62,0.0
1646428535421,63,0.0
1646428535471,64,0.0
1646428535521,65,0.0
1646428535571,66,0.0
1646428535621,67,0.0
1646428535671,68,0.0
1646428535721,69,0.0
1646428535771,70,0.0
1646428535821,71,0.0
1646428535871,72,0.0
1646428535921,73,0.0
1646428535971,74,0.0
1646428536021,75,0.0
1646428536071,76,0.0
1646428536121,77,-0.5235987755982988
1646428536171,78,-0.5235987755982988
1646428536221,79,-0.5235987755982988
1646428536271,80,-0.5235987755982988
1646428536321,81,-0.5235987755982988
1646428536371,82,-0.5235987755982988
1646428536421,83,-0.5235987755982988
1646428536471,84,0.0
1646428536521,85,0.0
1646428536571,86,0.0
1646428536621,87,0.0
1646428536671,88,0.0
1646428536721,89,0.0
1646428536771,90,0.0
1646428536821,91,0.0
1646428536871,92,0.0
1646428536921,93,0.0
1646428536971,94,0.0
1646428537021,95,0.0
1646428537071,96,0.0
1646428537121,97,0.0
1646428537171,98,0.0
1646428537221,99,0.0
1646428537271,100,0.0
1646428537321,101,0.0
1646428537371,102,0.0
1646428537421,103,0.0
1646428537471,104,0.0
1646428537521,105,0.0
1646428537571,106,0.0
1646428537621,107,0.0
1646428537671,108,0.0
1646428537721,109,0.0
1646428537771,110,0.0
1646428537821,111,0.0
1646428537871,112,0.0
1646428537921,113,-0.5235987755982988
1646428537971,114,-0.5235987755982988
1646428538022,115,-0.5235987755982988
1646428538071,116,-0.5235987755982988
1646428538121,117,0.0
1646428538171,118,0.0
1646428538221,119,0.0
1646428538271,120,0.0
1646428538321,121,0.0
1646428538371,122,0.0
1646428538422,123,0.0
1646428538471,124,0.0
1646428538522,125,0.0
1646428538571,126,0.0
1646428538622,127,0.0
1646428538671,128,0.0
1646428538722,129,0.0
1646428538771,130,0.0
1646428538822,131,0.0
1646428538871,132,-0.5235987755982988
1646428538922,133,-0.5235987755982988
1646428538971,134,-0.5235987755982988
1646428539022,135,-0.5235987755982988
1646428539071,136,-0.5235987755982988
1646428539122,137,0.0
1646428539171,138,0.0
1646428539222,139,0.0
1646428539271,140,0.0
1646428539321,141,0.0
1646428539371,142,0.0
1646428539421,143,0.0
1646428539471,144,0.0
1646428539521,145,0.0
1646428539571,146,0.0
1646428539621,147,0.0
1646428539671,148,0.0
1646428539721,149,0.0
1646428539771,150,0.0
1646428539821,151,0.0
1646428539871,152,0.0
1646428539921,153,-0.5235987755982988
1646428539971,154,-0.5235987755982988
1646428540021,155,-0.5235987755982988
1646428540071,156,0.0
1646428540121,157,0.0
1646428540171,158,0.0
1646428540221,159,0.0
1646428540271,160,0.0
1646428540321,161,0.0
1646428540371,162,0.0
1646428540421,163,0.0
1646428540471,164,0.0
1646428540521,165,0.0
1646428540571,166,0.0
1646428540621,167,0.0
1646428540671,168,0.0
1646428540721,169,0.0
1646428540771,170,0.0
1646428540821,171,0.0
1646428540871,172,0.0
1646428540921,173,-0.5235987755982988
1646428540971,174,-0.5235987755982988
1646428541021,175,-0.5235987755982988
1646428541071,176,0.0
1646428541121,177,0.0
1646428541171,178,0.0
1646428541221,179,0.0
1646428541271,180,0.0
1646428541321,181,0.0
1646428541371,182,0.0
1646428541421,183,0.0
1646428541471,184,-0.5235987755982988
1646428541521,185,-0.5235987755982988
1646428541571,186,-0.5235987755982988
1646428541621,187,0.0
1646428541671,188,0.0
1646428541721,189,0.0
1646428541771,190,0.0
1646428541821,191,0.0
1646428541871,192,0.0
1646428541921,193,0.0
1646428541971,194,0.0
1646428542021,195,0.0
1646428542071,196,0.0
1646428542121,197,0.0
1646428542171,198,0.0
1646428542221,199,0.0
1646428542271,200,0.0
1646428542321,201,0.0
1646428542371,202,0.0
1646428542421,203,0.0
1646428542471,204,0.0
1646428542521,205,0.0
1646428542571,206,0.0
1646428542621,207,0.0
1646428542671,208,0.0
1646428542721,209,0.0
1646428542771,210,0.0
1646428542821,211,0.0
1646428542871,212,0.0
1646428542921,213,0.0
1646428542971,214,0.0
1646428543021,215,0.0
1646428543071,216,0.0
1646428543121,217,0.0
1646428543171,218,0.0
1646428543221,219,0.0
1646428543271,220,0.0
1646428543321,221,0.0
1646428543371,222,0.0
1646428543421,223,0.0
1646428543471,224,0.0
1646428543521,225,0.0
1646428543571,226,0.0
1646428543621,227,0.0
1646428543671,228,0.0
1646428543721,229,0.0
1646428543771,230,0.0
1646428543821,231,0.0
1646428543871,232,0.0
1646428543921,233,0.0
1646428543971,234,0.0
1646428544021,235,0.0
1646428544071,236,0.0
1646428544121,237,0.5235987755982988
1646428544171,238,0.0
1646428544221,239,0.0
1646428544271,240,0.0
1646428544321,241,0.0
1646428544371,242,0.0
1646428544421,243,0.0
1646428544471,244,0.0
1646428544521,245,0.0
1646428544571,246,0.0
1646428544621,247,0.0
1646428544671,248,0.0
1646428544721,249,0.0
1646428544771,250,0.0
1646428544821,251,0.0
1646428544871,252,0.0
1646428544921,253,0.0
1646428544971,254,0.0
1646428545021,255,0.0
1646428545071,256,0.0
1646428545121,257,-0.5235987755982988
1646428545171,258,-0.5235987755982988
1646428545221,259,0.0
1646428545271,260,0.0
1646428545321,261,0.0
1646428545371,262,0.0
1646428545421,263,0.0
1646428545471,264,0.0
1646428545521,265,0.0
1646428545571,266,0.0
1646428545621,267,0.0
1646428545671,268,0.0
1646428545721,269,0.0
1646428545771,270,0.0
1646428545821,271,-0.5235987755982988
1646428545871,272,-0.5235987755982988
1646428545921,273,-0.5235987755982988
1646428545971,274,-0.5235987755982988
1646428546021,275,-0.5235987755982988
1646428546071,276,-0.5235987755982988
1646428546121,277,-0.5235987755982988
1646428546171,278,0.0
1646428546221,279,0.0
1646428546271,280,0.0
1646428546321,281,0.0
1646428546371,282,0.0
1646428546421,283,0.0
1646428546471,284,0.0
1646428546521,285,0.0
1646428546571,286,0.0
1646428546621,287,0.0
1646428546671,288,0.0
1646428546721,289,0.0
1646428546771,290,0.0
1646428546821,291,0.0
1646428546871,292,0.0
1646428546921,293,0.0
1646428546971,294,0.0
1646428547021,295,0.0
1646428547071,296,0.0
1646428547121,297,0.0
1646428547171,298,0.0
1646428547221,299,0.0
1646428547271,300,0.0
1646428547321,301,0.0
1646428547371,302,0.0
1646428547421,303,0.0
1646428547471,304,0.0
1646428547521,305,0.0
1646428547571,306,0.0
1646428547621,307,0.0
1646428547671,308,-0.5235987755982988
1646428547721,309,-0.5235987755982988
1646428547771,310,-0.5235987755982988
1646428547821,311,-0.5235987755982988
1646428547871,312,-0.5235987755982988
1646428547921,313,0.0
1646428547971,314,0.0
1646428548021,315,0.0
1646428548071,316,0.0
1646428548121,317,0.0
1646428548171,318,0.0
1646428548221,319,0.0
1646428548271,320,0.0
1646428548321,321,0.0
1646428548371,322,0.0
1646428548421,323,0.0
1646428548471,324,0.0
1646428548521,325,0.0
1646428548571,326,0.0
1646428548621,327,0.0
1646428548671,328,0.0
1646428548721,329,-0.5235987755982988
1646428548771,330,-0.5235987755982988
1646428548821,331,0.0
1646428548871,332,0.0
1646428548921,333,0.0
1646428548971,334,0.0
1646428549021,335,0.0
1646428549071,336,0.0
1646428549121,337,0.0
1646428549171,338,0.0
1646428549221,339,0.0
1646428549271,340,0.0
1646428549321,341,0.0
1646428549371,342,0.0
1646428549421,343,0.0
1646428549471,344,-0.5235987755982988
1646428549521,345,-0.5235987755982988
1646428549571,346,-0.5235987755982988
1646428549621,347,0.0
1646428549671,348,0.0
1646428549721,349,0.0
1646428549771,350,0.0
