ts_micro,frame,wheel
1646428688328,1,0.0
1646428688378,2,0.0
1646428688428,3,0.0
1646428688479,4,0.0
1646428688528,5,0.0
1646428688579,6,0.0
1646428688628,7,0.0
1646428688679,8,0.0
1646428688728,9,0.0
1646428688779,10,0.0
1646428688828,11,0.0
1646428688879,12,0.0
1646428688928,13,0.0
1646428688979,14,0.0
1646428689028,15,0.0
1646428689079,16,0.0
1646428689128,17,0.0
1646428689179,18,0.0
1646428689228,19,0.0
1646428689278,20,0.0
1646428689328,21,0.0
1646428689378,22,0.0
1646428689428,23,0.0
1646428689478,24,0.0
1646428689528,25,0.0
1646428689578,26,0.0
1646428689628,27,0.0
1646428689678,28,0.0
1646428689728,29,0.0
1646428689778,30,0.0
1646428689828,31,0.0
1646428689878,32,0.0
1646428689928,33,0.0
1646428689978,34,0.0
1646428690028,35,0.0
1646428690078,36,0.0
1646428690128,37,0.0
1646428690178,38,0.0
1646428690229,39,0.0
1646428690279,40,0.0
1646428690328,41,0.0
1646428690379,42,0.0
1646428690429,43,0.0
1646428690479,44,0.0
1646428690528,45,0.0
1646428690579,46,0.0
1646428690628,47,0.0
1646428690679,48,0.0
1646428690729,49,0.0
1646428690778,50,0.0
1646428690829,51,0.0
1646428690879,52,0.0
1646428690929,53,0.0
1646428690978,54,0.0
1646428691029,55,0.0
1646428691079,56,0.0
1646428691129,57,0.0
1646428691179,58,0.0
1646428691229,59,0.0
1646428691279,60,0.0
1646428691329,61,0.0
1646428691378,62,0.0
1646428691429,63,0.0
1646428691479,64,0.0
1646428691529,65,0.0
1646428691578,66,0.0
1646428691629,67,0.0
1646428691679,68,0.0
1646428691729,69,0.0
1646428691779,70,0.0
1646428691829,71,0.0
1646428691879,72,-0.5235987755982988
1646428691928,73,-0.5235987755982988
1646428691978,74,-0.5235987755982988
1646428692028,75,-0.5235987755982988
1646428692078,76,-0.5235987755982988
1646428692128,77,-0.5235987755982988
1646428692178,78,-0.5235987755982988
1646428692229,79,-0.5235987755982988
1646428692278,80,-0.5235987755982988
1646428692328,81,-0.5235987755982988
1646428692378,82,-0.5235987755982988
1646428692428,83,-0.5235987755982988
1646428692479,84,0.0
1646428692529,85,0.0
1646428692578,86,0.0
1646428692629,87,0.0
1646428692679,88,0.0
1646428692729,89,0.0
1646428692779,90,0.0
1646428692829,91,0.0
1646428692879,92,0.0
1646428692928,93,0.0
1646428692978,94,0.0
1646428693028,95,0.0
1646428693078,96,0.0
1646428693128,97,0.0
1646428693178,98,0.0
1646428693228,99,0.0
1646428693278,100,0.0
1646428693328,101,0.0
1646428693378,102,0.0
1646428693428,103,0.0
1646428693478,104,-0.5235987755982988
1646428693529,105,-0.5235987755982988
1646428693578,106,0.0
1646428693628,107,0.0
1646428693678,108,0.0
1646428693728,109,0.0
1646428693778,110,0.0
1646428693828,111,0.0
1646428693878,112,0.0
1646428693928,113,0.0
1646428693978,114,0.0
1646428694028,115,0.0
1646428694078,116,0.0
1646428694128,117,0.0
1646428694178,118,0.0
1646428694228,119,0.0
1646428694279,120,0.0
1646428694328,121,0.0
1646428694378,122,-0.5235987755982988
1646428694429,123,-0.5235987755982988
1646428694479,124,-0.5235987755982988
1646428694529,125,0.0
1646428694579,126,0.0
1646428694628,127,0.0
1646428694678,128,0.0
1646428694728,129,0.0
1646428694778,130,0.0
1646428694828,131,0.0
1646428694878,132,0.0
1646428694928,133,0.0
1646428694978,134,0.0
1646428695028,135,0.0
1646428695078,136,0.0
1646428695128,137,0.0
1646428695178,138,0.0
1646428695228,139,0.0
1646428695278,140,0.0
1646428695328,141,0.0
1646428695378,142,0.0
1646428695428,143,0.0
1646428695478,144,0.0
1646428695528,145,0.0
1646428695578,146,0.0
1646428695628,147,0.0
1646428695678,148,0.0
1646428695728,149,0.0
1646428695778,150,0.0
1646428695828,151,0.0
1646428695878,152,0.0
1646428695928,153,0.0
1646428695978,154,0.0
1646428696028,155,0.0
1646428696078,156,0.0
1646428696128,157,0.0
1646428696178,158,0.0
1646428696228,159,0.0
1646428696278,160,0.0
1646428696328,161,0.0
1646428696378,162,0.0
1646428696428,163,0.0
1646428696478,164,0.0
1646428696528,165,0.0
1646428696578,166,0.0
1646428696628,167,0.0
1646428696678,168,0.0
1646428696728,169,0.0
1646428696778,170,0.0
1646428696828,171,0.0
1646428696878,172,0.0
1646428696928,173,0.0
1646428696978,174,0.0
1646428697028,175,0.0
1646428697078,176,0.0
1646428697128,177,0.0
1646428697178,178,0.5235987755982988
1646428697228,179,0.0
1646428697278,180,0.0
1646428697328,181,0.0
1646428697378,182,0.0
1646428697428,183,0.0
1646428697478,184,0.0
1646428697528,185,0.0
1646428697578,186,0.0
1646428697628,187,0.0
1646428697678,188,0.0
1646428697728,189,0.0
1646428697778,190,0.0
1646428697828,191,0.0
1646428697878,192,0.0
1646428697928,193,0.0
1646428697978,194,0.0
1646428698028,195,0.0
1646428698078,196,0.0
1646428698128,197,0.0
1646428698179,198,0.0
1646428698228,199,0.0
1646428698278,200,0.0
1646428698328,201,0.0
1646428698379,202,0.0
1646428698429,203,0.0
1646428698479,204,0.0
1646428698529,205,0.0
1646428698578,206,0.0
1646428698629,207,0.0
1646428698678,208,0.0
1646428698729,209,0.0
1646428698778,210,0.0
1646428698828,211,-0.5235987755982988
1646428698878,212,-0.5235987755982988
1646428698928,213,-0.5235987755982988
1646428698978,214,-0.5235987755982988
1646428699029,215,-0.5235987755982988
1646428699079,216,-0.5235987755982988
1646428699128,217,-0.5235987755982988
1646428699178,218,-0.5235987755982988
1646428699228,219,-0.5235987755982988
1646428699278,220,-0.5235987755982988
1646428699328,221,-0.5235987755982988
1646428699378,222,-0.5235987755982988
1646428699428,223,0.0
1646428699478,224,0.0
1646428699528,225,0.0
1646428699578,226,0.0
1646428699628,227,0.0
1646428699678,228,0.0
1646428699728,229,0.0
1646428699778,230,0.0
1646428699828,231,0.0
1646428699878,232,0.0
1646428699928,233,0.0
1646428699978,234,0.0
1646428700028,235,0.0
1646428700078,236,0.0
1646428700129,237,-0.5235987755982988
1646428700178,238,-0.5235987755982988
1646428700229,239,-0.5235987755982988
1646428700278,240,-0.5235987755982988
1646428700328,241,-0.5235987755982988
1646428700378,242,-0.5235987755982988
1646428700428,243,-0.5235987755982988
1646428700478,244,0.0
1646428700528,245,0.0
1646428700578,246,0.0
1646428700628,247,0.0
1646428700678,248,0.0
1646428700728,249,0.0
1646428700778,250,0.0
1646428700828,251,0.0
1646428700878,252,0.0
1646428700928,253,0.0
1646428700978,254,0.0
1646428701028,255,0.0
1646428701078,256,0.0
1646428701128,257,0.0
1646428701178,258,0.0
1646428701228,259,0.0
1646428701278,260,0.0
1646428701328,261,0.0
1646428701378,262,0.0
1646428701428,263,0.0
1646428701478,264,0.0
1646428701528,265,0.0
1646428701578,266,-0.5235987755982988
1646428701628,267,-0.5235987755982988
1646428701678,268,-0.5235987755982988
1646428701728,269,-0.5235987755982988
1646428701778,270,-0.5235987755982988
1646428701828,271,-0.5235987755982988
1646428701878,272,-0.5235987755982988
1646428701928,273,-0.5235987755982988
1646428701979,274,0.0
1646428702028,275,0.0
1646428702078,276,0.0
1646428702128,277,0.0
1646428702178,278,0.0
1646428702228,279,0.0
1646428702278,280,0.0
1646428702328,281,0.0
1646428702378,282,0.0
1646428702428,283,0.0
1646428702478,284,0.0
1646428702528,285,-0.5235987755982988
1646428702578,286,-0.5235987755982988
1646428702628,287,-0.5235987755982988
1646428702678,288,-0.5235987755982988
1646428702728,289,-0.5235987755982988
1646428702778,290,0.0
1646428702828,291,0.0
1646428702878,292,0.0
1646428702928,293,0.0
1646428702978,294,0.0
1646428703028,295,0.0
1646428703078,296,0.0
1646428703128,297,0.0
1646428703178,298,0.0
1646428703228,299,0.0
1646428703278,300,0.0
1646428703328,301,0.0
1646428703378,302,0.0
1646428703428,303,0.0
1646428703478,304,0.0
1646428703528,305,0.0
1646428703578,306,0.0
1646428703628,307,0.0
1646428703678,308,0.0
1646428703728,309,0.0
1646428703778,310,0.0
1646428703828,311,0.0
1646428703878,312,0.0
1646428703928,313,0.0
1646428703978,314,0.0
1646428704028,315,0.0
1646428704078,316,0.0
1646428704128,317,-0.5235987755982988
1646428704178,318,-0.5235987755982988
1646428704228,319,-0.5235987755982988
1646428704278,320,-0.5235987755982988
1646428704328,321,-0.5235987755982988
1646428704378,322,-0.5235987755982988
1646428704428,323,0.0
1646428704478,324,0.0
1646428704528,325,0.0
1646428704578,326,0.0
1646428704628,327,0.0
1646428704678,328,0.0
1646428704728,329,0.0
1646428704778,330,0.0
1646428704828,331,0.0
1646428704878,332,0.0
1646428704928,333,0.0
1646428704978,334,0.0
1646428705028,335,0.0
1646428705078,336,0.0
1646428705128,337,0.0
1646428705178,338,0.0
1646428705228,339,0.0
1646428705278,340,0.5235987755982988
1646428705328,341,0.5235987755982988
1646428705378,342,0.5235987755982988
1646428705428,343,0.5235987755982988
1646428705478,344,0.5235987755982988
1646428705528,345,0.5235987755982988
1646428705578,346,0.5235987755982988
1646428705628,347,0.5235987755982988
1646428705678,348,0.5235987755982988
1646428705728,349,0.5235987755982988
1646428705778,350,0.5235987755982988
1646428705828,351,0.0
1646428705878,352,0.0
1646428705928,353,0.0
1646428705978,354,0.0
1646428706028,355,0.0
1646428706078,356,0.0
1646428706128,357,0.0
1646428706178,358,0.0
1646428706228,359,0.0
1646428706278,360,-0.5235987755982988
1646428706328,361,-0.5235987755982988
1646428706378,362,-0.5235987755982988
1646428706428,363,-0.5235987755982988
1646428706478,364,0.0
1646428706528,365,0.0
1646428706578,366,0.0
1646428706628,367,0.0
1646428706678,368,0.0
1646428706728,369,0.0
1646428706778,370,0.0
1646428706829,371,0.0
1646428706878,372,-0.5235987755982988
1646428706928,373,-0.5235987755982988
1646428706978,374,-0.5235987755982988
1646428707029,375,0.0
1646428707078,376,0.0
1646428707128,377,0.0
1646428707178,378,0.0
1646428707229,379,0.0
1646428707278,380,0.0
1646428707329,381,0.0
1646428707378,382,0.0
1646428707428,383,0.0
1646428707478,384,0.0
1646428707529,385,0.0
1646428707578,386,0.0
1646428707629,387,0.0
1646428707678,388,0.0
1646428707729,389,0.0
1646428707778,390,0.0
1646428707829,391,0.0
1646428707879,392,0.0
1646428707929,393,0.0
1646428707979,394,0.0
1646428708029,395,0.0
1646428708078,396,0.0
1646428708129,397,0.0
1646428708178,398,0.0
1646428708229,399,0.0
1646428708278,400,0.0
1646428708329,401,0.0
1646428708378,402,0.0
1646428708429,403,0.0
1646428708478,404,0.0
1646428708529,405,0.0
1646428708578,406,0.0
1646428708629,407,0.0
1646428708678,408,0.0
1646428708729,409,0.0
1646428708778,410,0.0
1646428708829,411,0.0
1646428708878,412,0.0
1646428708929,413,0.0
1646428708978,414,0.0
1646428709029,415,0.0
1646428709078,416,0.0
1646428709129,417,0.0
1646428709178,418,0.0
1646428709229,419,0.0
1646428709278,420,0.0
1646428709329,421,0.0
1646428709379,422,0.0
1646428709429,423,0.0
1646428709478,424,0.0
1646428709529,425,0.0
1646428709578,426,0.0
1646428709629,427,0.0
1646428709678,428,0.0
1646428709728,429,0.0
1646428709778,430,0.0
1646428709828,431,0.0
1646428709878,432,0.0
1646428709928,433,0.0
1646428709978,434,0.0
1646428710028,435,0.0
1646428710078,436,0.0
1646428710128,437,0.0
1646428710178,438,0.0
1646428710228,439,0.0
1646428710278,440,0.0
1646428710328,441,0.0
1646428710378,442,-0.5235987755982988
1646428710428,443,-0.5235987755982988
1646428710478,444,-0.5235987755982988
1646428710528,445,-0.5235987755982988
1646428710578,446,-0.5235987755982988
1646428710628,447,-0.5235987755982988
1646428710678,448,-0.5235987755982988
1646428710728,449,0.0
1646428710778,450,0.0
1646428710828,451,0.0
1646428710878,452,0.0
1646428710928,453,0.0
1646428710978,454,0.0
1646428711029,455,0.0
1646428711078,456,0.0
1646428711128,457,0.0
1646428711178,458,0.0
1646428711228,459,0.0
1646428711278,460,0.0
1646428711328,461,0.0
1646428711378,462,0.0
1646428711428,463,0.0
1646428711478,464,0.0
1646428711528,465,0.0
1646428711578,466,0.0
1646428711628,467,0.0
1646428711678,468,0.0
1646428711728,469,0.0
1646428711778,470,0.0
1646428711828,471,0.0
1646428711878,472,0.0
1646428711928,473,0.0
1646428711978,474,0.0
1646428712028,475,0.0
1646428712078,476,0.0
1646428712128,477,0.0
1646428712178,478,0.0
1646428712228,479,0.0
1646428712278,480,0.0
1646428712328,481,0.0
1646428712378,482,-0.5235987755982988
1646428712428,483,-0.5235987755982988
1646428712478,484,-0.5235987755982988
1646428712528,485,-0.5235987755982988
1646428712578,486,-0.5235987755982988
1646428712628,487,-0.5235987755982988
1646428712678,488,0.0
1646428712728,489,0.0
1646428712778,490,0.0
1646428712828,491,0.0
1646428712878,492,0.0
1646428712929,493,0.0
1646428712978,494,0.0
1646428713028,495,0.0
1646428713079,496,0.0
1646428713128,497,0.0
1646428713178,498,0.0
1646428713228,499,0.0
1646428713278,500,0.0
1646428713328,501,0.0
1646428713378,502,0.0
1646428713428,503,0.0
1646428713478,504,0.0
1646428713528,505,0.0
1646428713578,506,0.0
1646428713628,507,0.0
1646428713678,508,0.0
1646428713728,509,0.0
1646428713778,510,0.0
1646428713828,511,0.0
1646428713878,512,0.0
1646428713928,513,0.0
1646428713978,514,0.0
1646428714028,515,0.0
1646428714078,516,-0.5235987755982988
1646428714128,517,-0.5235987755982988
1646428714178,518,-0.5235987755982988
1646428714228,519,-0.5235987755982988
1646428714278,520,-0.5235987755982988
1646428714328,521,-0.5235987755982988
1646428714378,522,-0.5235987755982988
1646428714428,523,-0.5235987755982988
1646428714478,524,-0.5235987755982988
1646428714528,525,-0.5235987755982988
1646428714578,526,-0.5235987755982988
1646428714628,527,-0.5235987755982988
1646428714678,528,-0.5235987755982988
1646428714729,529,-0.5235987755982988
1646428714778,530,-0.5235987755982988
1646428714829,531,0.0
1646428714878,532,0.0
1646428714928,533,0.0
1646428714978,534,0.0
1646428715028,535,0.0
1646428715078,536,0.0
1646428715128,537,0.0
1646428715178,538,0.0
1646428715228,539,0.0
1646428715278,540,0.0
1646428715328,541,0.0
