ts_micro,frame,wheel
1646428470530,1,0.0
1646428470580,2,0.0
1646428470630,3,0.0
1646428470680,4,0.0
1646428470730,5,0.0
1646428470780,6,0.0
1646428470830,7,0.0
1646428470880,8,0.0
1646428470930,9,0.0
1646428470980,10,0.0
1646428471030,11,0.0
1646428471080,12,0.0
1646428471130,13,0.0
1646428471180,14,0.0
1646428471230,15,0.0
1646428471280,16,0.0
1646428471330,17,0.0
1646428471380,18,-0.5235987755982988
1646428471430,19,-0.5235987755982988
1646428471480,20,-0.5235987755982988
1646428471530,21,-0.5235987755982988
1646428471580,22,-0.5235987755982988
1646428471630,23,-0.5235987755982988
1646428471680,24,0.0
1646428471730,25,0.0
1646428471780,26,0.0
1646428471830,27,0.0
1646428471880,28,0.0
1646428471930,29,0.0
1646428471980,30,0.0
1646428472030,31,0.0
1646428472080,32,0.0
1646428472130,33,0.0
1646428472180,34,0.0
1646428472230,35,0.0
1646428472280,36,0.0
1646428472330,37,0.0
1646428472380,38,0.0
1646428472430,39,0.0
1646428472480,40,0.0
1646428472530,41,0.0
1646428472580,42,0.0
1646428472630,43,0.0
1646428472680,44,0.0
1646428472730,45,0.0
1646428472780,46,0.0
1646428472830,47,0.0
1646428472880,48,0.0
1646428472930,49,0.0
1646428472980,50,0.0
1646428473030,51,0.0
1646428473080,52,0.0
1646428473130,53,0.0
1646428473180,54,0.0
1646428473230,55,0.0
1646428473280,56,0.0
1646428473330,57,0.0
1646428473380,58,0.0
1646428473430,59,0.0
1646428473480,60,0.0
1646428473530,61,0.0
1646428473580,62,0.0
1646428473630,63,0.0
1646428473680,64,0.0
1646428473730,65,0.0
1646428473780,66,0.0
1646428473830,67,-0.5235987755982988
1646428473880,68,-0.5235987755982988
1646428473930,69,-0.5235987755982988
1646428473980,70,-0.5235987755982988
1646428474030,71,-0.5235987755982988
1646428474080,72,-0.5235987755982988
1646428474130,73,-0.5235987755982988
1646428474180,74,-0.5235987755982988
1646428474230,75,-0.5235987755982988
1646428474280,76,-0.5235987755982988
1646428474330,77,-0.5235987755982988
1646428474380,78,0.0
1646428474430,79,0.0
1646428474480,80,0.0
1646428474530,81,0.0
1646428474580,82,0.0
1646428474630,83,0.0
1646428474680,84,0.0
1646428474730,85,0.0
1646428474780,86,0.0
1646428474830,87,0.0
1646428474880,88,0.0
